query,target,uniprot_id,bits,evalue,fident,database
Q8DWI5,4phb-assembly1.cif.gz_A,,313,5.663e-05,0.166,results_pdb
Q8DV93,2pl2-assembly1.cif.gz_B,,298,0.0002864,0.144,results_pdb
Q8DSI3,3ib6-assembly1.cif.gz_C,,297,1.475e-06,0.19,results_pdb
Q8DVZ1,3ca8-assembly2.cif.gz_B,,294,0.0001042,0.196,results_pdb
Q8DU58,1smb-assembly1.cif.gz_A,,291,5.409e-06,0.162,results_pdb
Q8DTW4,5ded-assembly1.cif.gz_B,,289,7.319e-06,0.22,results_pdb
Q8DT19,8bwy-assembly1.cif.gz_C,,283,0.0009397,0.114,results_pdb
Q8DUY9,7koh-assembly2.cif.gz_B,,280,0.0003479,0.093,results_pdb
Q8DV31,2icg-assembly1.cif.gz_A,,279,8.029e-06,0.174,results_pdb
Q8DRW0,3hlu-assembly1.cif.gz_B,,279,0.0002064,0.205,results_pdb
Q8DTS6,2ohw-assembly2.cif.gz_B,,277,3.676e-06,0.223,results_pdb
Q8DRZ9,3nat-assembly1.cif.gz_A,,276,3.624e-06,0.372,results_pdb
Q8DWJ9,3a0u-assembly1.cif.gz_A,,276,5.625e-06,0.2,results_pdb
Q8DUR8,5f15-assembly1.cif.gz_A,,275,0.001403,0.11,results_pdb
Q8DS10,8if8-assembly1.cif.gz_C,,273,0.0004076,0.11,results_pdb
I6L8Y5,1ybt-assembly1.cif.gz_B,,259,6.353e-05,0.164,results_pdb
Q8DSB9,7xti-assembly1.cif.gz_j,,257,0.0001391,0.091,results_pdb
Q8DUU6,4iaj-assembly1.cif.gz_G,,246,1.921e-05,0.356,results_pdb
Q8DRU3,3zo7-assembly1.cif.gz_E,,245,3.996e-05,0.179,results_pdb
Q8DWB1,2z0r-assembly7.cif.gz_B,,240,0.0002531,0.101,results_pdb
Q8DVC8,2ffg-assembly1.cif.gz_B,,237,8.342e-05,0.308,results_pdb
Q8DW66,2k5d-assembly1.cif.gz_A,,228,0.001325,0.216,results_pdb
Q8DVI6,5had-assembly1.cif.gz_A,,225,0.001311,0.155,results_pdb
Q8DSW4,5kku-assembly3.cif.gz_C,,222,0.001275,0.101,results_pdb
Q8DSE0,4qrk-assembly1.cif.gz_A,,217,0.002098,0.135,results_pdb
Q8DS91,1yb3-assembly1.cif.gz_A,,212,0.001621,0.138,results_pdb
Q8DTX2,7osf-assembly1.cif.gz_E,,205,0.02385,0.163,results_pdb
Q8DVN1,4exr-assembly1.cif.gz_A-2,,204,0.001613,0.268,results_pdb
Q8DRR7,2cro-assembly1.cif.gz_A,,199,0.001678,0.257,results_pdb
Q8DUX3,3hfo-assembly1.cif.gz_B,,198,0.0008933,0.206,results_pdb
Q8DU68,3auy-assembly1.cif.gz_A,,197,0.007011,0.125,results_pdb
Q8DRR4,1h3e-assembly1.cif.gz_A-2,,193,0.0008368,0.129,results_pdb
Q8DUU9,6u08-assembly4.cif.gz_H,,191,0.005733,0.132,results_pdb
Q8DTW2,6ixf-assembly1.cif.gz_A,,190,0.02632,0.176,results_pdb
Q8DSE8,6gp6-assembly1.cif.gz_B,,189,0.001355,0.149,results_pdb
Q8DRQ8,4u4t-assembly1.cif.gz_A,,187,0.05142,0.145,results_pdb
Q8DRS2,4xcm-assembly1.cif.gz_A,,187,0.001592,0.431,results_pdb
Q8DSK9,7wbx-assembly1.cif.gz_E,,185,0.001411,0.107,results_pdb
Q8DSQ1,4s1c-assembly3.cif.gz_A,,185,0.0346,0.165,results_pdb
Q8DTZ9,3abz-assembly1.cif.gz_C,,185,0.01162,0.208,results_pdb
Q8DU01,4r28-assembly1.cif.gz_B,,184,0.002336,0.129,results_pdb
I6L8Z7,6ftg-assembly1.cif.gz_5,,184,0.07141,0.115,results_pdb
Q8DTU3,3llc-assembly1.cif.gz_A,,183,0.002167,0.096,results_pdb
Q8DW65,6cqk-assembly2.cif.gz_B,,181,0.01682,0.12,results_pdb
Q8DUA1,8dku-assembly1.cif.gz_B,,176,0.1257,0.11,results_pdb
Q8CMD5,2lvs-assembly1.cif.gz_A,,176,0.01494,0.144,results_pdb
Q8DUE3,7nky-assembly1.cif.gz_O,,176,0.01341,0.084,results_pdb
Q8DVA7,7uqo-assembly1.cif.gz_A-2,,176,0.01948,0.082,results_pdb
Q8DSC9,2mmv-assembly1.cif.gz_B,,172,0.003017,0.192,results_pdb
Q8DUE6,2ef8-assembly1.cif.gz_B,,171,0.01496,0.197,results_pdb
Q8DVS4,5d90-assembly2.cif.gz_C,,169,0.003581,0.168,results_pdb
Q8DS60,6u0o-assembly1.cif.gz_A,,162,0.1155,0.123,results_pdb
Q8DVI5,5hal-assembly1.cif.gz_A,,158,0.07706,0.119,results_pdb
Q8DVG0,3tx3-assembly1.cif.gz_A,,156,0.203,0.115,results_pdb
Q8DVI7,4pgr-assembly1.cif.gz_A,,156,0.1972,0.136,results_pdb
I6L8Z9,8f8q-assembly1.cif.gz_G,,155,0.03844,0.08,results_pdb
Q8DV24,4uz3-assembly3.cif.gz_C,,155,0.006548,0.306,results_pdb
Q8DTF7,6pw5-assembly1.cif.gz_C,,149,0.277,0.143,results_pdb
Q8DVX6,1s9c-assembly6.cif.gz_K,,149,0.05465,0.104,results_pdb
Q8DU40,5h9n-assembly1.cif.gz_A,,148,0.09056,0.113,results_pdb
Q8DVV8,8q44-assembly1.cif.gz_B,,147,0.02716,0.092,results_pdb
Q8DWN7,5ejk-assembly1.cif.gz_B,,145,0.06668,0.203,results_pdb
Q8DSI2,2rck-assembly1.cif.gz_A,,144,0.08383,0.088,results_pdb
Q8DW55,4hwm-assembly1.cif.gz_A,,144,0.1176,0.119,results_pdb
Q8DW34,5cwm-assembly1.cif.gz_A,,139,0.3607,0.129,results_pdb
Q8DUV3,5x9h-assembly1.cif.gz_A,,138,0.3485,0.147,results_pdb
Q8DUT9,5azs-assembly1.cif.gz_B,,138,0.1255,0.106,results_pdb
Q8DU92,6zyg-assembly1.cif.gz_A,,136,0.02636,0.142,results_pdb
Q8DTZ8,5fsh-assembly1.cif.gz_A,,135,0.3409,0.133,results_pdb
Q8DSE2,7zjr-assembly1.cif.gz_A,,135,0.261,0.118,results_pdb
Q8DSW2,6hdc-assembly1.cif.gz_B,,134,0.3702,0.112,results_pdb
Q8DTW5,1en7-assembly1.cif.gz_B,,132,0.09804,0.127,results_pdb
Q8DRZ2,6ms8-assembly7.cif.gz_G,,131,0.1071,0.143,results_pdb
Q8DUL3,8j7v-assembly1.cif.gz_B,,130,0.3789,0.13,results_pdb
Q8DSK8,3g68-assembly1.cif.gz_B,,128,0.3523,0.111,results_pdb
Q8DVH8,1x90-assembly1.cif.gz_A,,128,0.1512,0.18,results_pdb
Q8DV46,5x87-assembly1.cif.gz_D,,126,0.6141,0.137,results_pdb
Q8DWI8,5n0p-assembly1.cif.gz_A,,124,0.2123,0.139,results_pdb
Q8DTF6,3mm0-assembly1.cif.gz_C,,121,0.3382,0.113,results_pdb
Q8DW70,5fvl-assembly2.cif.gz_B,,116,0.1322,0.186,results_pdb
Q8DT89,5ks8-assembly1.cif.gz_F,,115,0.3135,0.12,results_pdb
Q8DV40,8abq-assembly1.cif.gz_A,,114,0.8725,0.14,results_pdb
Q8DSC5,7unf-assembly1.cif.gz_5,,110,0.7853,0.123,results_pdb
Q8DTW1,1x04-assembly1.cif.gz_A-2,,109,0.4084,0.138,results_pdb
Q8DVR6,7dfe-assembly1.cif.gz_B,,108,0.9881,0.16,results_pdb
Q8DV27,3byv-assembly1.cif.gz_A,,107,0.6491,0.084,results_pdb
Q8DTP1,4bwz-assembly1.cif.gz_A,,105,1.785,0.138,results_pdb
Q8DUD6,7a0g-assembly1.cif.gz_III,,104,0.308,0.197,results_pdb
Q8DSR6,7a0g-assembly1.cif.gz_FFF,,103,1.102,0.094,results_pdb
Q8DU43,5mii-assembly1.cif.gz_C,,102,1.908,0.121,results_pdb
Q8DTM6,5nen-assembly1.cif.gz_B,,101,0.6815,0.145,results_pdb
Q8DTX0,5u74-assembly1.cif.gz_A,,100,2.208,0.151,results_pdb
Q8DVP0,7vgx-assembly1.cif.gz_R,,98,1.126,0.072,results_pdb
Q8DU78,8g3k-assembly1.cif.gz_B,,98,1.269,0.131,results_pdb
Q8DSS9,1zbh-assembly1.cif.gz_D,,94,1.573,0.23,results_pdb
Q8DWA0,6ixg-assembly2.cif.gz_B,,91,1.596,0.111,results_pdb
Q8DUX7,6z6f-assembly1.cif.gz_C,,91,0.8431,0.165,results_pdb
Q8DTW8,1wdt-assembly1.cif.gz_A,,90,0.5825,0.2,results_pdb
Q8DSL8,1nvp-assembly1.cif.gz_C,,88,1.03,0.142,results_pdb
Q8DV32,1zm5-assembly1.cif.gz_A,,87,1.286,0.135,results_pdb
Q8DRX4,1oed-assembly1.cif.gz_E,,85,2.022,0.155,results_pdb
Q8DT85,5j7y-assembly1.cif.gz_BC,,85,1.889,0.127,results_pdb
Q8DUI7,4hga-assembly1.cif.gz_B,,84,1.552,0.155,results_pdb
Q8DT21,4c18-assembly1.cif.gz_B,,79,1.276,0.144,results_pdb
Q8DV86,2wdr-assembly1.cif.gz_D,,78,2.646,0.15,results_pdb
Q8DSD6,5tsj-assembly1.cif.gz_X,,77,2.95,0.154,results_pdb
Q8DW58,5l8f-assembly1.cif.gz_A,,72,1.057,0.218,results_pdb
Q8DW07,7ugg-assembly1.cif.gz_B,,71,4.136,0.098,results_pdb
Q8DUX8,4yxx-assembly1.cif.gz_A,,62,4.542,0.114,results_pdb
Q8DS98,7zc6-assembly1.cif.gz_A,,61,5.253,0.206,results_pdb
Q8DUC6,1sbr-assembly1.cif.gz_B,,55,7.338,0.202,results_pdb
Q8DSP3,7aor-assembly1.cif.gz_ad,,50,7.576,0.169,results_pdb
Q8DWN2,8hhg-assembly1.cif.gz_B,,48,5.415,0.233,results_pdb
Q8DRY3,6nzu-assembly1.cif.gz_B,,42,7.394,0.225,results_pdb
Q8DUY0,MGYP000256200847.pdb.gz,,2028,8.458e-38,0.067,results_esm30
Q8DTH6,MGYP000899664059.pdb.gz,,1752,1.289e-32,0.087,results_esm30
Q8DSL6,MGYP000124038911.pdb.gz,,1609,5.3310000000000006e-30,0.062,results_esm30
Q8DW46,MGYP001155208241.pdb.gz,,1534,1.503e-31,0.057,results_esm30
Q8DRV8,MGYP002819771335.pdb.gz,,1333,6.786e-23,0.077,results_esm30
Q8DUW6,MGYP001155126829.pdb.gz,,1316,3.716e-28,0.076,results_esm30
Q8DWC5,MGYP001761660733.pdb.gz,,1285,5.627e-28,0.059,results_esm30
Q8DVS5,MGYP000947014556.pdb.gz,,1282,2.511e-29,0.075,results_esm30
Q8DVL0,MGYP000940351282.pdb.gz,,1280,4.598e-30,0.055,results_esm30
Q8DTF8,MGYP001915359526.pdb.gz,,1279,7.1400000000000005e-28,0.078,results_esm30
Q8DVH0,MGYP000744285297.pdb.gz,,1276,2.187e-30,0.073,results_esm30
Q8DUS0,MGYP000996242833.pdb.gz,,1226,1.682e-24,0.057,results_esm30
P34001,MGYP003301779625.pdb.gz,,1195,7.313e-26,0.065,results_esm30
Q8DTC5,MGYP001005307544.pdb.gz,,1092,1.86e-22,0.064,results_esm30
Q8DVH1,MGYP000744753707.pdb.gz,,1089,3.165e-25,0.07,results_esm30
Q8DV34,MGYP001042805085.pdb.gz,,1079,2.849e-19,0.076,results_esm30
Q8DTL4,MGYP003298680992.pdb.gz,,1077,4.334000000000001e-25,0.091,results_esm30
Q8DT50,MGYP000035854550.pdb.gz,,1045,4.713e-25,0.056,results_esm30
Q8DVT4,MGYP000303988717.pdb.gz,,1027,1.8819999999999998e-24,0.059,results_esm30
Q8DW28,MGYP003393779620.pdb.gz,,1021,4.893e-20,0.064,results_esm30
Q8DTP0,MGYP002571625321.pdb.gz,,1015,2.824e-20,0.075,results_esm30
Q8DVH9,MGYP002235988931.pdb.gz,,1009,4.297999999999999e-22,0.071,results_esm30
Q8DVG3,MGYP001097123351.pdb.gz,,1008,2.576e-24,0.082,results_esm30
Q8DUR0,MGYP003585619655.pdb.gz,,976,1.4019999999999999e-22,0.083,results_esm30
Q8DWA2,MGYP000191337547.pdb.gz,,968,6.056e-23,0.066,results_esm30
Q8DUZ1,MGYP000905757518.pdb.gz,,961,5.58e-19,0.072,results_esm30
Q8DTB0,MGYP001085958476.pdb.gz,,953,4.287e-22,0.09,results_esm30
Q8DV05,MGYP000950280415.pdb.gz,,953,1.761e-16,0.052,results_esm30
Q8DUP2,MGYP000979945292.pdb.gz,,953,9.715e-21,0.078,results_esm30
I6L8Y8,MGYP000034579906.pdb.gz,,943,3.1379999999999997e-22,0.078,results_esm30
Q8DT65,MGYP003206557594.pdb.gz,,931,3.9259999999999997e-22,0.086,results_esm30
Q8DWJ6,MGYP002642184937.pdb.gz,,930,7.620000000000001e-21,0.083,results_esm30
Q8DV93,MGYP000442706587.pdb.gz,,926,3.102e-16,0.099,results_esm30
Q8DS10,MGYP000847193345.pdb.gz,,926,2.029e-17,0.086,results_esm30
Q8DVA9,MGYP001374412154.pdb.gz,,922,3.342e-22,0.106,results_esm30
Q8DUM0,MGYP001176715212.pdb.gz,,918,3.31e-22,0.099,results_esm30
Q8DV77,MGYP000325756163.pdb.gz,,898,8.717e-18,0.097,results_esm30
Q8DVI6,MGYP000540498557.pdb.gz,,897,7.318e-19,0.053,results_esm30
Q8DT79,MGYP000127652871.pdb.gz,,895,4.415e-19,0.078,results_esm30
Q8DS09,MGYP001653125658.pdb.gz,,891,3.226e-21,0.063,results_esm30
Q8DWI5,MGYP000913497392.pdb.gz,,889,1.23e-16,0.044,results_esm30
Q8DV06,MGYP000723974611.pdb.gz,,881,8.047e-21,0.071,results_esm30
Q8DW02,MGYP001646627254.pdb.gz,,869,1.7030000000000002e-20,0.061,results_esm30
Q8DVP5,MGYP000022755257.pdb.gz,,867,5.54e-21,0.114,results_esm30
Q8DVA5,MGYP001005313002.pdb.gz,,865,1.104e-16,0.057,results_esm30
Q8DT99,MGYP000860147309.pdb.gz,,854,1.5550000000000002e-20,0.104,results_esm30
Q8DVI0,MGYP002593735622.pdb.gz,,854,3.6810000000000005e-20,0.074,results_esm30
Q8DUU7,MGYP001263502908.pdb.gz,,852,1.266e-19,0.092,results_esm30
Q8DSF8,MGYP000858903930.pdb.gz,,848,4.372e-18,0.096,results_esm30
Q8DSY3,MGYP000541148045.pdb.gz,,848,1.521e-18,0.062,results_esm30
I6L904,MGYP000515375789.pdb.gz,,845,9.715e-19,0.082,results_esm30
Q8DUY6,MGYP000734624059.pdb.gz,,839,5.32e-20,0.091,results_esm30
Q8DT82,MGYP000200656868.pdb.gz,,835,2.017e-18,0.078,results_esm30
Q8DSI9,MGYP000017193989.pdb.gz,,829,1.86e-19,0.095,results_esm30
Q8DUY7,MGYP000957432541.pdb.gz,,825,1.862e-19,0.068,results_esm30
Q8DRY1,MGYP000878293090.pdb.gz,,824,9.57e-14,0.069,results_esm30
Q8DU45,MGYP002655714661.pdb.gz,,818,1.306e-19,0.085,results_esm30
Q8DTY8,MGYP003085463894.pdb.gz,,802,1.154e-19,0.053,results_esm30
Q8DS06,MGYP001572876302.pdb.gz,,797,1.796e-18,0.088,results_esm30
Q8DT19,MGYP003311418203.pdb.gz,,796,5.107e-13,0.087,results_esm30
Q8DV84,MGYP003305568791.pdb.gz,,788,3.498e-18,0.105,results_esm30
Q8DT20,MGYP001473466369.pdb.gz,,787,1.458e-17,0.062,results_esm30
Q8DU08,MGYP002725593614.pdb.gz,,785,3.684e-14,0.069,results_esm30
Q8DVZ0,MGYP002514763973.pdb.gz,,783,5.756e-18,0.078,results_esm30
Q8DUT3,MGYP003299346818.pdb.gz,,781,5.409e-15,0.054,results_esm30
Q8DVR4,MGYP000089809759.pdb.gz,,769,2.23e-18,0.069,results_esm30
Q8DS56,MGYP001756632322.pdb.gz,,765,8.513e-16,0.085,results_esm30
Q8DRW0,MGYP000925539565.pdb.gz,,756,3.09e-14,0.078,results_esm30
Q8DVJ1,MGYP000870288643.pdb.gz,,755,4.324e-16,0.092,results_esm30
Q8DRW1,MGYP003291482808.pdb.gz,,754,3.219e-13,0.088,results_esm30
Q8DSM0,MGYP000989622801.pdb.gz,,752,5.046e-17,0.1,results_esm30
Q8DSS2,MGYP000909565995.pdb.gz,,752,3.626e-17,0.101,results_esm30
Q8DTK1,MGYP003996401653.pdb.gz,,750,1.458e-15,0.047,results_esm30
Q8DUQ3,MGYP002759762977.pdb.gz,,745,6.894e-17,0.043,results_esm30
Q8DUJ6,MGYP001640853873.pdb.gz,,741,2.879e-15,0.087,results_esm30
Q8DUS7,MGYP002770552631.pdb.gz,,741,2.046e-13,0.075,results_esm30
Q8DS84,MGYP001652051530.pdb.gz,,734,1.054e-15,0.047,results_esm30
Q8DU68,MGYP003588878866.pdb.gz,,731,1.09e-14,0.067,results_esm30
Q8DSZ1,MGYP001098973446.pdb.gz,,723,7.306e-17,0.081,results_esm30
Q8DU76,MGYP000730805729.pdb.gz,,704,7.326e-16,0.084,results_esm30
Q8DT94,MGYP002565503295.pdb.gz,,701,4.194e-16,0.057,results_esm30
Q8DSL9,MGYP000230186673.pdb.gz,,700,8.989e-14,0.094,results_esm30
Q8DVZ6,MGYP000291314836.pdb.gz,,695,3.761e-14,0.075,results_esm30
Q8DTY9,MGYP000886738116.pdb.gz,,693,4.799e-16,0.078,results_esm30
Q8DTS3,MGYP001021467356.pdb.gz,,686,9.235e-16,0.094,results_esm30
Q8DV76,MGYP000975141586.pdb.gz,,682,2.823e-14,0.06,results_esm30
Q8DTU5,MGYP000365220210.pdb.gz,,682,4.715e-16,0.075,results_esm30
Q8DW94,MGYP000819728223.pdb.gz,,680,1.65e-12,0.096,results_esm30
Q8DVY0,MGYP001780842127.pdb.gz,,680,1.063e-12,0.115,results_esm30
Q8DUE3,MGYP003281574388.pdb.gz,,669,4.938e-14,0.058,results_esm30
Q8DW27,MGYP000607608473.pdb.gz,,665,1.224e-14,0.083,results_esm30
Q8DTA5,MGYP001504467054.pdb.gz,,665,3.641e-10,0.061,results_esm30
Q8DST1,MGYP001058444982.pdb.gz,,665,6.843e-15,0.078,results_esm30
Q8DUA1,MGYP000114996258.pdb.gz,,660,3.587e-10,0.076,results_esm30
Q8DU02,MGYP000966603398.pdb.gz,,657,4.733e-10,0.068,results_esm30
Q8DT98,MGYP001181066867.pdb.gz,,656,2.009e-14,0.067,results_esm30
Q8DUY9,MGYP003817131831.pdb.gz,,656,1.845e-11,0.08,results_esm30
Q8DVU2,MGYP001122931904.pdb.gz,,650,9.018e-15,0.072,results_esm30
Q8DWG7,MGYP003362092812.pdb.gz,,649,1.66e-14,0.065,results_esm30
Q8DVQ5,MGYP002717762532.pdb.gz,,648,1.353e-13,0.062,results_esm30
Q8DUG6,MGYP000847861320.pdb.gz,,643,3.124e-15,0.058,results_esm30
Q8DT22,MGYP002519411654.pdb.gz,,637,2.889e-13,0.082,results_esm30
Q8DSL5,MGYP003368116435.pdb.gz,,636,9.325e-13,0.094,results_esm30
Q8DW41,MGYP000380316832.pdb.gz,,630,1.529e-13,0.114,results_esm30
Q8DVS0,MGYP003365131898.pdb.gz,,627,2.791e-14,0.079,results_esm30
Q8DVZ1,MGYP002721459360.pdb.gz,,627,2.475e-11,0.094,results_esm30
Q8DSX3,MGYP000034918186.pdb.gz,,622,2.402e-13,0.091,results_esm30
Q8DU32,MGYP001112807668.pdb.gz,,619,9.642e-15,0.075,results_esm30
Q8DTL5,MGYP000851583967.pdb.gz,,615,2.147e-13,0.075,results_esm30
Q8DVV9,MGYP001505548314.pdb.gz,,609,6.485e-14,0.09,results_esm30
Q8DUW7,MGYP003397976456.pdb.gz,,609,1.565e-12,0.047,results_esm30
Q8DW90,MGYP003364978508.pdb.gz,,609,1.464e-13,0.056,results_esm30
Q8DU95,MGYP001254003967.pdb.gz,,607,2.484e-12,0.083,results_esm30
Q8DU18,MGYP000608788592.pdb.gz,,602,2.727e-13,0.075,results_esm30
Q8DUR8,MGYP000302193793.pdb.gz,,602,3.174e-09,0.107,results_esm30
Q8DW21,MGYP003463318019.pdb.gz,,601,3.827e-13,0.07,results_esm30
Q8DU66,MGYP003609050878.pdb.gz,,600,2.486e-13,0.119,results_esm30
Q8DTL2,MGYP002713303316.pdb.gz,,594,1.665e-13,0.051,results_esm30
Q8DVA8,MGYP002412830382.pdb.gz,,593,1.025e-12,0.08,results_esm30
I6L8Y5,MGYP001067477194.pdb.gz,,592,8.351e-13,0.055,results_esm30
Q8DU43,MGYP003296140087.pdb.gz,,589,4.004e-10,0.083,results_esm30
Q8DT80,MGYP000696501476.pdb.gz,,586,7.113e-13,0.071,results_esm30
Q8DWH6,MGYP000047718827.pdb.gz,,583,1.347e-13,0.102,results_esm30
Q8DU59,MGYP001405569363.pdb.gz,,578,1.119e-12,0.082,results_esm30
Q8DSR5,MGYP003361757400.pdb.gz,,570,1.389e-10,0.071,results_esm30
Q8DSS3,MGYP001195762972.pdb.gz,,558,2.547e-13,0.054,results_esm30
Q8DSL7,MGYP000430865621.pdb.gz,,558,1.036e-11,0.064,results_esm30
Q8DTE2,MGYP000851208462.pdb.gz,,557,6.929e-13,0.089,results_esm30
Q8DU47,MGYP000161555329.pdb.gz,,553,5.326e-13,0.081,results_esm30
Q8DV71,MGYP001413923148.pdb.gz,,552,1.525e-08,0.086,results_esm30
Q8DW89,MGYP003365456433.pdb.gz,,546,1.678e-12,0.116,results_esm30
Q8DU60,MGYP001275673365.pdb.gz,,545,2.844e-12,0.108,results_esm30
Q8DUK1,MGYP000643122516.pdb.gz,,542,6.662e-12,0.079,results_esm30
Q8DVT6,MGYP001006100759.pdb.gz,,536,7.902e-08,0.059,results_esm30
Q8DTS0,MGYP001080280558.pdb.gz,,536,1.78e-11,0.07,results_esm30
Q8DTH5,MGYP001384003960.pdb.gz,,531,5.942e-12,0.053,results_esm30
I6L8Z7,MGYP000596293887.pdb.gz,,530,5.687e-08,0.098,results_esm30
Q8DVR8,MGYP000853542246.pdb.gz,,529,1.701e-11,0.075,results_esm30
Q8DTL9,MGYP001202540289.pdb.gz,,528,5.18e-11,0.043,results_esm30
Q8DVA7,MGYP002644574029.pdb.gz,,528,4.315e-10,0.078,results_esm30
Q8DVX6,MGYP000873974741.pdb.gz,,526,1.042e-10,0.108,results_esm30
Q8DVV8,MGYP003433868150.pdb.gz,,521,7.867e-12,0.13,results_esm30
Q8DTT5,MGYP003365488520.pdb.gz,,517,7.326e-12,0.086,results_esm30
Q8DWK9,MGYP000924222475.pdb.gz,,512,3.541e-11,0.087,results_esm30
Q8DTU3,MGYP000840247261.pdb.gz,,510,7.391e-12,0.09,results_esm30
Q8DSI3,MGYP002509705701.pdb.gz,,508,8.855e-12,0.076,results_esm30
Q8DTG7,MGYP000592778055.pdb.gz,,506,1.074e-10,0.082,results_esm30
Q8DT15,MGYP001094140905.pdb.gz,,504,3.96e-11,0.086,results_esm30
Q8DU46,MGYP003306683094.pdb.gz,,503,8.254e-11,0.091,results_esm30
Q8DUU8,MGYP000287396786.pdb.gz,,498,5.726e-10,0.103,results_esm30
Q8DT11,MGYP000994638608.pdb.gz,,494,2.494e-10,0.095,results_esm30
Q8DWD8,MGYP000532311283.pdb.gz,,494,2.039e-10,0.071,results_esm30
Q8DST0,MGYP000952287160.pdb.gz,,493,1.589e-09,0.088,results_esm30
Q8DVR1,MGYP003092673666.pdb.gz,,491,5.116e-11,0.027,results_esm30
Q8DTQ1,MGYP002739340318.pdb.gz,,489,1.838e-10,0.063,results_esm30
Q8DUT9,MGYP000578233524.pdb.gz,,488,1.861e-09,0.073,results_esm30
Q8DS91,MGYP003462531282.pdb.gz,,478,1.991e-09,0.081,results_esm30
Q8DTF4,MGYP000288390296.pdb.gz,,475,4.475e-10,0.111,results_esm30
Q8DTG8,MGYP001133966436.pdb.gz,,474,4.573e-10,0.067,results_esm30
Q8DV58,MGYP000006752807.pdb.gz,,473,4.193e-08,0.065,results_esm30
Q8DVI7,MGYP000853631489.pdb.gz,,470,4.07e-07,0.066,results_esm30
Q8DTN3,MGYP001208024210.pdb.gz,,465,9.326e-08,0.103,results_esm30
I6L8Z9,MGYP001480356129.pdb.gz,,463,3.731e-09,0.057,results_esm30
Q8DSI7,MGYP003409992712.pdb.gz,,463,3.063e-07,0.083,results_esm30
Q8DTV3,MGYP001286115075.pdb.gz,,461,4.702e-09,0.071,results_esm30
Q8DVZ4,MGYP000600490619.pdb.gz,,459,3.546e-10,0.071,results_esm30
Q8DUV0,MGYP000529171421.pdb.gz,,455,1.459e-08,0.117,results_esm30
Q8DV03,MGYP003589056855.pdb.gz,,453,3.48e-08,0.069,results_esm30
Q8DU69,MGYP000335485945.pdb.gz,,445,2.165e-07,0.113,results_esm30
Q8DSK8,MGYP001319012599.pdb.gz,,440,1.381e-07,0.063,results_esm30
Q8DSW2,MGYP002514747142.pdb.gz,,437,5.248e-07,0.073,results_esm30
Q8DW66,MGYP002763473688.pdb.gz,,436,8.352e-08,0.09,results_esm30
Q8DWB1,MGYP001584199415.pdb.gz,,434,1.501e-08,0.101,results_esm30
Q8DRQ8,MGYP002769821794.pdb.gz,,432,2.979e-06,0.075,results_esm30
Q8DSS8,MGYP000982078264.pdb.gz,,431,5.416e-10,0.106,results_esm30
Q8DSW4,MGYP000883275804.pdb.gz,,430,5.743e-08,0.053,results_esm30
Q8DV40,MGYP000256283235.pdb.gz,,430,4.567e-07,0.107,results_esm30
Q8DUU4,MGYP000218894106.pdb.gz,,429,2.442e-08,0.126,results_esm30
Q8DVN6,MGYP000666606031.pdb.gz,,429,4.753e-08,0.058,results_esm30
Q8DS60,MGYP000681424747.pdb.gz,,425,1.687e-06,0.064,results_esm30
Q8DTW2,MGYP000955488066.pdb.gz,,424,1.317e-06,0.066,results_esm30
Q8DWI3,MGYP000297607553.pdb.gz,,420,6.737e-10,0.093,results_esm30
Q8DU42,MGYP000249493949.pdb.gz,,420,6.184e-09,0.097,results_esm30
Q8DT37,MGYP001806063745.pdb.gz,,418,2.926e-08,0.069,results_esm30
Q8DTB5,MGYP001681302037.pdb.gz,,417,6.053e-08,0.08,results_esm30
Q8DTT1,MGYP000559947408.pdb.gz,,407,8.787e-09,0.105,results_esm30
Q8DW34,MGYP000605518131.pdb.gz,,403,5.334e-06,0.094,results_esm30
Q8DT83,MGYP000648694235.pdb.gz,,400,2.583e-08,0.069,results_esm30
Q8DTF7,MGYP001769840334.pdb.gz,,394,1.452e-05,0.095,results_esm30
Q8DT97,MGYP000876976844.pdb.gz,,393,1.806e-07,0.079,results_esm30
Q8DTS4,MGYP000709905055.pdb.gz,,390,9.039e-08,0.14,results_esm30
Q8DU01,MGYP002680999318.pdb.gz,,388,2.509e-08,0.102,results_esm30
I6L909,MGYP002744588055.pdb.gz,,386,2.444e-08,0.057,results_esm30
Q8DU77,MGYP001058415116.pdb.gz,,386,6.573e-07,0.089,results_esm30
Q8DTX1,MGYP002656303191.pdb.gz,,384,1.153e-06,0.065,results_esm30
Q8DTS8,MGYP001132175904.pdb.gz,,383,7.022e-07,0.108,results_esm30
Q8DSE2,MGYP000903013394.pdb.gz,,381,3.598e-06,0.057,results_esm30
Q8DSQ8,MGYP001954706912.pdb.gz,,376,1.197e-08,0.119,results_esm30
Q8DTD7,MGYP001664059494.pdb.gz,,370,1.282e-05,0.11,results_esm30
Q8DWI2,MGYP000375820249.pdb.gz,,366,3.853e-06,0.123,results_esm30
Q8DSB9,MGYP001070870513.pdb.gz,,364,1.495e-06,0.076,results_esm30
Q8DTX2,MGYP001115372107.pdb.gz,,359,9.467e-05,0.094,results_esm30
Q8DTB8,MGYP001361011265.pdb.gz,,357,7.692e-07,0.122,results_esm30
Q8DRX3,MGYP001407059981.pdb.gz,,356,7.924e-08,0.098,results_esm30
